id,app_name,version,userid,date,rating,title,text,has_information_giving,has_information_seeking,has_feature_request,has_bug_report,sentiment_score
1444,karaoke_free,33,,2013-12-01T03:36:18Z,1,,Bad It wont let new download songs and theres never lyrics Really bad and sucks,1,0,1,0,-1
1445,karaoke_free,33,,2013-12-18T01:29:04Z,5,,Cool,0,0,0,0,1
1446,karaoke_free,33,,2013-12-30T17:34:10Z,1,,Nice app,0,0,0,0,1
1447,karaoke_free,33,,2014-02-03T13:41:13Z,5,,Good Nice,0,0,0,0,1
1449,karaoke_free,33,,2014-02-06T03:55:58Z,1,pgidrno,just disgusted dont waste your time and data,0,0,0,0,-1
1450,karaoke_free,33,,2014-02-08T18:58:43Z,1,,Boring rubbish its worth . Stars all it does is find songs online,1,0,0,0,-1
1451,karaoke_free,33,,2014-02-26T05:44:25Z,3,Nice,Best,0,0,0,0,1
1453,karaoke_free,33,,2014-03-13T18:15:51Z,5,,Download is not over after will tell about,0,0,0,0,1
1454,karaoke_free,,,2014-03-15T21:27:29Z,1,Very very pooor,It Couldnt find lyrics,0,0,0,0,1
1456,karaoke_free,33,,2014-03-21T12:21:49Z,5,hate,this app dont work,0,0,0,1,-1
1457,karaoke_free,33,,2014-04-08T04:29:06Z,1,,Very gud,0,0,0,0,1
1458,karaoke_free,33,,2014-04-22T18:58:29Z,1,Yaya,This suck,0,0,0,0,-1
1459,karaoke_free,,,2014-04-26T02:55:07Z,2,Ive seen da video,Its okay but you wont find anything,0,0,0,0,-1
1460,karaoke_free,33,,2014-04-28T08:20:49Z,5,,Its awesome,0,0,0,0,1
1461,karaoke_free,33,,2014-05-23T00:35:33Z,1,,So bad I cant even put the music on and it keeps freezing,0,0,0,1,-1
1462,karaoke_free,,,2014-05-30T11:07:24Z,1,another worst,another worst,0,0,0,0,-1
1463,karaoke_free,33,,2014-06-06T00:31:37Z,5,Ash,I love this app cause I love signing.,0,0,0,0,1
1464,karaoke_free,,,2014-06-14T03:20:17Z,1,Hate it,It always says not found,0,0,0,1,-1
1465,karaoke_free,,,2014-06-26T03:20:07Z,1,Never,If there was zero stars I would pick it cause they never find lyrics and they pick your songs,0,0,0,0,-1
1466,karaoke_free,33,,2014-07-14T11:13:23Z,5,Karaoke song Me (Free/Lite),Google apps.,0,0,0,0,1
1467,karaoke_free,33,,2014-07-28T15:05:17Z,1,Let me try this,Hope it will be a good one coz i really love to sing,0,0,0,0,1
1468,karaoke_free,33,,2014-08-04T18:01:00Z,5,,Nice I like it,0,0,0,0,1
1469,karaoke_free,,,2013-05-19T01:58:02Z,1,,Waste of time Dont download. It isnt worth it,0,0,0,0,-1
1470,karaoke_free,33,,2014-08-15T09:45:02Z,3,"Great, but.....",Almost perfect except for .MP3 tracks simply cutting off before the end. Fix that problem and it would easily rate 5 stars.,0,0,0,1,1
1471,karaoke_free,33,,2014-08-20T13:47:36Z,5,Fly by,Blue,0,0,0,0,1
1472,karaoke_free,33,,2014-09-02T17:07:22Z,5,,I hope its fun  Are all the songs free? It looks like a cute game,0,0,0,0,1
1473,karaoke_free,,,2014-09-05T22:23:57Z,1,,Ok.,0,0,0,0,-1
1474,karaoke_free,33,,2014-09-08T08:25:34Z,1,,Really based,0,0,0,0,-1
1475,karaoke_free,,,2014-10-12T21:05:37Z,5,Omg,Love this game,0,0,0,0,1
1476,karaoke_free,33,,2014-10-12T21:40:07Z,2,,Idk it might be good,0,0,0,0,0
1477,karaoke_free,33,,2014-10-13T18:18:59Z,1,Why cant we zero rate???!,Chose six different types of songs and it came back with NO RESULTS,0,0,0,0,-1
1478,karaoke_free,,,2014-10-20T06:41:48Z,1,,i try it first,0,0,0,0,-1
1479,karaoke_free,,,2014-10-31T15:07:04Z,1,,Why do i still to connect with the internet!,1,0,0,0,-1
1480,karaoke_free,33,,2014-11-06T20:59:22Z,2,Confusing for CD+Gs,"I have a ton of CD G karaoke disks that I would love to figure out how to get them to work with this app. Even though the description says it can handle them, there is no instructions on doing so. Thought the Pro version would be great for my needs but I wont buy now that I cant get the lite version to work.",0,0,1,0,1
1481,karaoke_free,,,2014-11-25T01:55:35Z,3,Omg soo good,Good,0,0,0,0,1
1482,karaoke_free,33,,2014-12-01T02:44:49Z,1,,doesnt even work,0,0,0,0,-1
1483,karaoke_free,,,2014-12-05T11:47:51Z,5,"KARAOKE , SING ME","FUKIN BAD ASS, SO FAR .I WILL GIVE HER A GO COME BACK WITH ME UPDATE. YO!",0,0,1,0,1
1484,karaoke_free,,,2014-12-10T17:17:02Z,1,wt,i hate this app,0,0,0,0,-1
1485,karaoke_free,,,2014-12-26T01:43:50Z,5,,I like this app,0,0,0,0,1
1486,karaoke_free,33,,2014-12-28T09:05:47Z,2,It dont record the song,Plz add recording system along song,0,0,1,0,1
1487,karaoke_free,33,,2014-12-29T23:49:27Z,5,Shakiya laster,Best game ever it really is a good game,0,0,0,0,1
1488,karaoke_free,,,2015-01-05T10:52:42Z,1,,Why do u need to upload midis,0,1,0,0,-1
1489,karaoke_free,33,,2015-01-08T17:12:18Z,1,,Very Terifying,0,0,0,0,-1
1490,karaoke_free,,,2015-01-14T07:40:05Z,5,,Ok,0,0,0,0,1
1491,karaoke_free,,,2015-02-12T20:36:11Z,5,nice,keep doing good,0,0,0,0,1
1493,karaoke_free,,,2015-02-26T01:00:02Z,1,Worthless,This app is worthless,0,0,0,0,-1
1494,karaoke_free,33,,2015-03-06T23:02:40Z,5,Very nice app,Where able to play my kar file in my sd card. No internet needed. Kinda technical app fr my dad but i hope he will get use to this.thanks.,0,0,0,0,1
1495,karaoke_free,,,2015-03-27T02:11:40Z,5,,great,0,0,0,0,1
1496,karaoke_free,,,2015-03-29T15:39:09Z,1,Crap,Crap,0,0,0,0,-1
1497,karaoke_free,,,2015-04-17T10:25:04Z,3,,Haha. I like this app,0,0,0,0,1
1498,karaoke_free,,,2015-04-25T02:28:44Z,5,,its so hard to download this app,0,0,0,0,-1
1499,karaoke_free,33,,2015-04-27T13:18:40Z,5,Love it,Verry nice,0,0,0,0,1
1501,karaoke_free,,,2015-05-10T09:20:52Z,5,Sing,I like it,0,0,0,0,1
1502,karaoke_free,,,2015-05-21T18:45:34Z,1,,Improvement is necessary,0,0,0,0,-1
1503,karaoke_free,,,2015-05-22T10:53:09Z,5,Sing,Download,0,0,0,0,1
1504,karaoke_free,,,2015-05-29T16:05:05Z,1,I agree,I totally agree with Chris AppFan Burns why cant we rate zero!? this app is TERRIBLE Because when I want to search for a song it says not found and it cant karaoke anythingFIX THIS APP PLEASE!!!!!,0,0,0,1,1
1505,karaoke_free,,,2015-06-20T08:37:39Z,4,,virus,0,0,0,0,1
1506,karaoke_free,,,2015-07-03T17:33:44Z,1,,Crap,0,0,0,0,-1
1507,karaoke_free,,,2015-07-03T19:02:37Z,1,Ft whdhc,Us  it is junk,0,0,0,0,-1
1508,karaoke_paid,33,,2013-08-11T00:24:45Z,1,,"Not much good that I can see. It will play my music, but no lyrics, no karaoke",0,0,1,0,-1
1509,karaoke_paid,33,,2013-03-26T17:56:53Z,5,,Brill (now) Use to play back tracks solo singing. On old phone so no bulky laptop needed. Just needs a save feature to save whole playlist and files to s folder to setup ready on new device,0,0,1,0,1
1510,karaoke_paid,33,,2013-08-15T09:40:05Z,5,,Very nice application So useful bought the pro one thanks,0,0,0,0,1
1511,karaoke_paid,33,,2013-10-06T10:13:44Z,4,,four star Good Applications for Karaoke practices.,0,0,0,0,1
1512,karaoke_paid,33,,2013-11-09T11:22:24Z,5,,Love the app. Needs tempo adjuster Love the app but would be nice to be able to adjust the tempo.,0,0,1,0,1
1513,karaoke_paid,33,,2013-12-17T20:20:17Z,5,,Plays zipped cdg and  mp3,0,0,0,0,1
1514,karaoke_paid,33,,2013-12-12T19:15:10Z,5,,Love it top dog program Love it,0,0,0,0,1
1515,karaoke_paid,33,,2013-12-31T20:28:37Z,5,,worse Bad app,0,0,0,0,-1
1516,karaoke_paid,33,,2014-01-06T12:06:27Z,1,,Need quick Dir option Hard to put the SD directory to access cdg,0,0,1,0,1
1517,karaoke_paid,33,,2014-02-05T16:59:06Z,4,Fantastic Karaoke App,"Thank you, thank you,thank you have been looking high and low for an app to let me play MY karaoke collection. I dont want to play from some of the crappy midi database online  I want to play my files with the lyrics  this app is the ONLY one that can read the LYC and txt files so I can easily add my own tracks and sing along I also love that I can link my google drive account so I can access my online catalogue as well. A few things could improve this app  key and tempo changer would be wonderful and a widget would also be appreciated.",0,0,1,0,1
1518,karaoke_paid,33,,2014-02-24T11:53:36Z,4,Love the app,It would be better if there is a screen mirror option or chrome cast.,0,0,1,0,1
1519,karaoke_paid,33,,2014-03-27T15:35:56Z,5,Best Midi Player Yet,"The Best Yet This is the best midi player app available and that is its major strength and where it leaves the others far behind. Android or Mac. It has failed to play some tracks but there is sure to be another version among my 40,000 tracks. Editing is a breeze and changes can be saved Great as a Karaoke machine and great for midi backing tracks. But while playing, editing and flicking between screens it vanished? Still playing the track with a BLACK screen and no response. This happened more than once on different tracks? This is on a Galaxy s4 LTE with Snapdragon 800 and Android 4.4 Kit Kat so they dont come much more powerful than that yet. It gets a bit hot with intensive play but most of us have a backup or resort to an unplugged set. It is a 5 star app for any musician using midi and it eliminates the need for editing software and masses of time to massage files. I can now tick ""midi player app"" off my bucket list and move on to the next item.",0,0,0,1,1
1520,karaoke_paid,33,,2014-05-19T14:59:53Z,5,I like it!,Wish there was a way to get bigger fonts on the midi also the ability to have different background pictures fade in and out or even play a windows movie maker file in the background.,0,0,1,0,1
1521,karaoke_paid,33,,2014-06-01T09:47:59Z,1,,Very very bad after purchase doesnt allow you to refund so beware !!!,0,0,0,0,-1
1522,karaoke_paid,33,,2014-07-02T15:09:14Z,5,,"As l am a karaoke die hard fan, this player app is a great pocket rocket of quality at a very low price. It works great with no glitches or hiccups, definitely worthy of a 5 star. I also got one for my 10 inch tablet. Cheers Steve L",0,0,0,0,1
1523,karaoke_paid,33,,2014-10-19T23:38:32Z,4,,"This player is very good, havent been able to work out the key changer, otherwise its better than the rest.",0,0,0,1,1
1524,karaoke_paid,33,,2014-12-29T15:44:47Z,5,i love it,owesome,0,0,0,0,1
1525,karaoke_paid,33,,2015-02-07T15:16:19Z,3,Almost there,"Nice product, but lacks the option to search through subfolders with using Google Drive cloud services. Also the key change feature seems to have no effect on changing the key of the song. I can live without the key change feature for now, but searching through subfolders is a must on Google Drive cloud services. Please fix this feature. I love what you have done to date",0,0,1,1,1
1526,karaoke_paid,33,,2015-02-17T00:13:32Z,5,Just what I needed.,"I plan to use it as a part teaching device for a church choir. Using the drop-box import feature, its a perfect tool",1,0,0,0,1
1527,karaoke_paid,33,,2015-04-11T00:24:59Z,5,Mike,Great for what I use it for,0,0,0,0,1
1528,karaoke_paid,33,,2015-05-11T12:59:19Z,5,Plays ZIPped mp3+G files!!,Easy peasy Not perfect  some brands graphics colors  backgrounds are wonky but definitely readable. Playlist autoplay is kicka Great value Buy it now,0,0,0,0,1
1529,karaoke_paid,33,,2015-05-22T07:29:04Z,5,Good app,It lets me use my own library of tunes,0,0,0,0,1
1530,karaoke_paid,33,,2015-06-10T14:34:39Z,4,Karaoke sing me,"Nice little app, works with quite a few of my different formats and brands .",0,0,0,0,1
1531,lifelog_beta,,Juancy Rodrguez,,0,,"Lifelog not consistently capturing the built-in Movies app, Songza, Pandora, Kindle. Same issue as prior to Beta release.",0,0,0,1,-1
1532,lifelog_beta,,Gary Paul Lynch Garcia,,0,,"My smartband disconnects and reconnects automatically lots of times, with my phone in my pocket, or even on the same table a metre away from me.",0,0,0,1,-1
1533,lifelog_beta,,Randy Gleason,,0,,"Suggestion: Automatically disable night mode when an alarm is trigger. Should be easy to implement, it already has the vibrate option.",0,0,1,0,-1
1534,lifelog_beta,,Antonio Frascogna,,0,,Hello,0,0,0,0,0
1535,lifelog_beta,,Fanny M,,0,,"Mine must have recorded Craig s running times two, since I have not run at all! And please, if you could fix also the fonts issue cant see anything on my galaxy A3",0,0,0,1,-1
1536,lifelog_beta,,Patrick Fischer,,0,,Beta Feedback: Widget is great but it doesnt actually refresh; only after opening the app Sony Xperia Z3,0,0,0,1,-1
1537,lifelog_beta,,Valdeir Ferreira Camargo,,0,,Why? Help me,0,1,0,0,0
1538,lifelog_beta,,Fanny M,,0,,Feedback on beta version still experiencing the same fonts problem. Cant see most text.,0,0,0,1,-1
1539,lifelog_beta,,Fabiano Stanco,,0,,Here in Brasil when i run my motorcicle it count as ride a bike and the location is not so acurated!!,0,0,0,1,-1
1540,lifelog_beta,,Miczak noris,,0,,Transportation works great on ma lg g2 mini good job,0,0,0,0,1
1541,lifelog_beta,,Adam Poniatowski,,0,,"High-five for the person who broke it again. It worked fine, until today (which I noticed). I just saw that it asked me to sign in which I tried. I reset my password to something else and it works, on my machine, the PSN app, but not the lifelog app  so Either give me a fix for this  or give me the lollipop update I am still waiting for that. Sony is now too Slowny.",0,0,0,1,-1
1542,lifelog_beta,,Shawkat Alam,,0,,Sony is doing a great job with Lifelog app. the best ever app i used. Everything is just work perfect for me very nice. According to me it works very well with sony xperia phones.,0,0,0,0,1
1543,lifelog_beta,,Miczak noris,,0,,"I have question. How works transportation if i have turn off wifi, 3g and gps?",0,1,0,0,1
1544,lifelog_beta,,saad qarni,,0,,The beta concluded improvements but no new features wich is sad also a whist of my feedback and id ideas that my and other users give but maybe there will be a second beta,0,0,0,0,-1
1545,lifelog_beta,,Mark Lastiwka,,0,,"Since you can label home and work, I think it would be a good idea to have time at work at time at home as options. I would use time at work for my timesheet lol",0,0,1,0,1
1548,lifelog_beta,,Robert Burbridge,,0,,"Lifelog doesnt recognize CM Browser as an internet browser, but a SocialMedia app (like Facebook). Cant even delete the log. Best solution would be the posibility to edit this and manualy assign program to a category since it correctly tracks time spent on it.",0,0,0,1,-1
1549,lifelog_beta,,Ashok Kumar Kuwar,,0,,"After recent update, the app has started showing my steps but only twenty steps the whole day.",0,0,0,1,-1
1550,lifelog_beta,,,,0,,"Lifelog app for android  when I slept at date time  doesnt see it on main screen icon only night time sleeping. I can look all my sleep time, just if put this icon. Cant change position of icons on main screen and cant close bookmarks icon too.",0,0,0,0,-1
1551,lifelog_beta,,saad qarni,,0,,I would like a quick switch boutton from GPS battery saving mod and high accuracy for the life log like a widget or in the notiflacion bar or even in the smartwatch 3,0,0,1,0,1
1552,lifelog_beta,,Fabian Barron,,0,,I am missing a synchronization function for other wrist bands like fitbit or jawbone,0,0,1,0,1
1553,lifelog_beta,,saad qarni,,0,,I would like the ability to refresh and load my activity data without having to connect to the network (wifi) just like the Google fit app,0,0,1,0,1
1554,lifelog_beta,,Juancy Rodrguez,,0,,Still unable to update to the Beta app. I have included these screenshots to illustrate that the search results indicate an update available that results in the system identifying it as already present  nothing ever downloaded. The Store app page does not show the update available.,0,0,0,1,-1
1555,lifelog_beta,,Lifelog Beta,,0,,"Hi FriendsWe are happy to announce our first BETA release!We have fixed some of the top issues: Logout issues, some users have been logged out without actively choosing to log out. General stability issues Reduced power consumption when using the widget From your feedback we have understood that you would like to be able to use Lifelog also on any Android device, counting steps, measuring transportation and bicycling. In this release we turn on Activity recognition for any Android device. There are many devices and brands out there and we can never be sure that all brands/models has the same performance. We need your help - Keep sending us feedback!BTW have you started to use our Lifelog web application? If not go to",0,0,0,0,1
1556,lifelog_beta,,Patrick Fischer,,0,,Since the Android 5 Update (I think)the data on theSmartBand are no longer recorded correctly in Lifelog. I never walked so much this morning. Also running is completely wrong. It is very unfortunate because now the whole statistic is distorted. This should definitely be fixed as well as individual data itself or delete them.,0,0,0,1,-1
1557,lifelog_beta,,Phil Gautiere,,0,,I would love to have the ability to change the unit tracking for running from kilometers to miles.,0,0,1,0,1
1558,lifelog_beta,,Kevin Brinkman,,0,,"When will the tracking issues be corrected? I am spending more time correcting incorrectly tracked information than actually having correctly tracked info. The app continues to change, everyday, running to walking after the next refresh. I now cant easily change the activity and it is requiring me to change every minute of the activity. Continue to be disappointed...",0,1,0,1,-1
1559,lifelog_beta,,Alex S,,0,,Step Join the Lifelog Beta Test community.   ok Step: Access Become a Lifelog Beta tester link to accept becoming a beta tester of Lifelog  where I need find this link?,0,1,0,0,0
1560,lifelog_beta,,Lonnie Stevens,,0,,"Hello,I want to say that everything works great and i am verry happy with the app and my smartband. The only thing that goes wrong is that the app counts steps when i am driving in my car. I hope this will be fixed door",0,0,0,1,1
1561,lifelog_beta,,Patrick Fischer,,0,,Spotify Integration would be great. Or will be Playstation Music also be integrated in the Walkman App so that the music you listen to count in Lifelog.,0,0,1,0,1
1562,lifelog_beta,,Jean Paul Tomaz,,0,,"Everynight while i am on ps4 lifelog tells me im both asleep and awake, important feature to fix",0,0,0,1,1
1563,lifelog_beta,,Mark Gillespie,,0,,"Hi, I have some feedback on my Lifelog experiences.  I own the following products:Xperia Tablet Z3 CompactSony Smartwatch3 Google Nexus5 The watch is on my all the time, the phone most of the time. Much of my music listening is via my phone.Obviously my phone not being an Xperia, means it doesnt log music listening, even if it was an Xperia, I dont want to use Walkman, I prefer to use Google Music all access, whic Lifelog doesnt monitor (at least not on my Xperia tablet).I also find that despite wearing my Smartwatch3, it doesnt track cycling. Apparently again, I need an Xperia phone to do that, which doesnt seem correct, as Google Fit tracks my activity just fine both on my watch and my Nexus5.I hope to see less restrictions in future versions of Lifelog, and embrace the Google apps more. (being able to read Google Fit data would be a great start)",0,0,0,1,-1
1564,lifelog_beta,,Fanny M,,0,,"Also, there is another issue that happens regardless of the device used: the automatic night mode comes in even if you are walking in the street, therefore if you forget to manually switch it back to day mode (with the danger to forget to switch back to night when you go to bed) it appears as sleep time during which you are awake and does not count your burnt calories during all that time. I think it should detect when you are awake and moving and better adjust automatically the set night/day mode accordingly. But that maybe depends more on the smartband device than on the application.That has another danger: that you manually turn the day mode on at night , and then forget to switch it back to night when you go to bed: then it does not register you as asleep even though there is no motion for hours. Maybe it should automatically return to night mode when you are not moving and it is within that time frame that you set as night automatically. In fact, the instructions say it automatically adjusts night/day according to your motions besides the automatically set hours, but it doesnt do that, or at least it doesnt do it during the night time. It seems to do that only when you wake up in the morning it goes to day time mode even if its still within the hours set as night in the automatic night setting.Other than that, Im enjoying the smartband features.",0,0,0,1,-1
1565,lifelog_beta,,Alejandro Barrero,,0,,How can I download my activity?,0,1,0,0,1
1566,lifelog_beta,,Adam Poniatowski,,0,,"Its working now, thanks. I will let you guys know of any further problems",0,0,0,0,1
1567,lifelog_beta,,Gary Paul Lynch Garcia,,0,,"I love the app, its a great idea, but imagine having cloud technology working to its full potential. If I am a Sony consumer, its due to all its devices and possibilties available. For example, I have an Xperia smartphone, meaning I have a walking Camera, so my photos that are stored in PlayMemories, should be available in my Lifelog also, and vice a versa. Also, if I have my Playstation 4, and an app that tells me how much I have been playing games, Why cant the Playstation connect to my SEN and tell my Lifelog that I have been playing for x amount of time? I have the app onmy mobile, it tells me everything, so it should be able to keep up to date with that too.",0,0,1,0,1
1568,lifelog_beta,,Kevin Brinkman,,0,,Why am I getting credit for steps (not time) when I am driving?,0,0,0,1,-1
1569,lifelog_beta,,saad qarni,,0,,I want the ability to change my activitys category like Changing the order of the activities,0,0,1,0,0
1570,lifelog_beta,,Leonardo Torres,,0,,What is the Best time of the day to charge without compromising datalog?,0,1,0,0,0
1571,lifelog_beta,,Paul Humphreys,,0,,"When I hit a daily target, steps or calories, I get a little rosette, which is nice but sony youre missing a trick here. These daily achievements could be gamified! What if when reach my daily calorie target I get some life log points or credits - these can then be saved up and spent in a life log shop where I can by stuff for the little white stick guy on the timeliness such as: a hat, some boots, somethings or a unicorn horn or a tattoo . Maybe I could buy a hammock instead of a bed or a motorbike or Lear jet instead of the camper van graphic. I want to customise my life log character and I want to be motivated. I will take the stairs not the elevator if it means I am closer to affording that cowboy hat Ive been saving up for",0,0,1,0,0
1572,lifelog_beta,,Aaron Lin,,0,,Can anyone tell me when can I have the cycling mode in the lifelog?? HTC one,0,1,0,0,-1
1573,lifelog_beta,,Julien NICOLIER,,0,,"How I can test the beta app, there is not a link to download it ",0,1,0,0,-1
1574,lifelog_beta,,kirk lewis,,0,,It doesnt make sense at all. The watch has all required sensors included to track sleep. I assume Sony wants users to buy another gadget. Its easily possible to use Sleep as Android for sleep tracking. Sony should really think about changing that policy or some customers my buy a different brand next time.,0,0,0,1,-1
1575,lifelog_beta,,Ashok Kumar Kuwar,,0,,Anybody using this app along with a Sony SmartWear Sony SmartBand or SmartWatch and phone of some other coy other than Sony Xperia??? Please share your experiences here.,0,0,0,0,0
1576,lifelog_beta,,Kevin Brinkman,,0,,"Takes way to long to register a location and track. For example, I landed after a flight and drove home one and half hours after I landed the app decided to update and show that I landed at my home.",0,0,0,1,-1
1577,lifelog_beta,,Abel Agnes,,0,,"The daily average is wrong? I know that for the average, it doesnt count the current day. Without today, the eighteenth, the average should be roughly nine thausand steps, not six thausand nine hundred and three .I have a feeling I know why its off though. I went for a walk at midnight of the 1seventeenth with my friend amassing roughly six thausand  steps. My phone was on low battery mode so 4G wasnt on but lifelog, z3, and smartband talk were still on. When I later charged it, my smartband talk reset to 0 steps. However, the lifelog app still included the six thausand steps from earlier. But it doesnt count it for the average so Im confused.",0,1,0,0,0
1578,lifelog_beta,,saad qarni,,0,,In one of the lifelog commercials i saw a stairs activity why isnt it in the app?,0,1,0,0,1
1579,lifelog_beta,,Suyog Dhamale,,0,,After recent update app is using much battery.This was not the case previously.Please help.Location settings are power saving mode.,0,1,0,0,-1
1580,lifelog_beta,,Steven Ng,,0,,"I like to suggest the following:  Allow users to download their tracking data all of it for save keeping and backup. Would be good also to have the app be able to work offline line and data kept on local on the phone without needing to sync with server all the time.  Do periodic update to server only. More options to customize the font, color, appearance of Lifelog presentation (incidentally, the latest copy of lifelog on my Note4 Samsung has a transparent font in sub menus .cant see anything!)",0,0,1,0,0
1581,lifelog_beta,,Antonio Frascogna,,0,,"Lifelog Beta hello. Just joined the community. I think the idea of lifelog is quite good, but suggest some important features to enhance the fitness tracking capabilities e.g. closing the gap with GFit, endomondo etc etc. add possibility to log sports other then running. Example you can swim with the band, but cannot record swimming  manually adjust steps if needed  add sports  improve recognition of public transport. App confuse bus with running. Using Samsung Galaxy Alpha",0,0,1,1,0
1582,lifelog_beta,,saad qarni,,0,,The location traking give me worng renderings,0,0,0,1,-1
1583,lifelog_beta,,Bill Belfield,,0,,"Logging of travel is messed up since latest release, only shows last journey.",0,0,0,1,-1
1584,lifelog_beta,,saad qarni,,0,,I cant stretch the widgets sideways to view more information please fix,0,0,0,1,-1
1585,lifelog_beta,,Nicola Horley,,0,,I would like the option to add my meals and drinks to the calorie counter like Google fitbit and my fitness pal. Will that be a route you would think about?,0,1,1,0,0
1586,lifelog_beta,,saad qarni,,0,,I would like the ability to not have to share a photo with my activity you see I cant remove the photo,0,0,1,1,-1
1587,lifelog_beta,,Suyog Dhamale,,0,,"Sir,I have downloaded this app about a week back and till date the only parameter it shows is the calories burnt. All other parameters like steps, hour of walking, hours of running, hours of sleeping, etc are not recorded and are shown as zero. It also records communication and the photos etc.I am using Android 5 on Moto G 2nd Gen and there seem to be some compatibility problem. I wanted to try out this app before purchasing Smart Band SWR 30.",0,0,0,1,0
1588,lifelog_beta,,Ashok Kumar Kuwar,,0,,If you use multiple launchers you arent allowed to have more than one widget. Even when you delete the widget from the previous launcher you still get the alert. I had to uninstall and reinstall to place the widget again.,0,0,0,0,-1
1589,lifelog_beta,,Randy Gleason,,0,,Anybody tried the latest Social sharing feature in 2.6.A.0.10? We appreciate feedback on it to improve for next release.,0,0,0,0,0
1590,lifelog_beta,,Lifelog Beta,,0,,Welcome to the Lifelog Beta group. We plan to release our latest features and explorations to you before it reaches Google play. We hope you like to be part and give us valuable feedback so that the lifelog product can be even better.,0,0,0,0,0
1591,lifelog_beta,,Lifelog Beta,,0,,The Smartband SWR10 is no longer working as music controller after lillipop .,0,0,0,1,-1
1592,lifelog_beta,,fernando furquim,,0,,No deep sleep after upgrading Z3C. Works fine under KitKat. Today Ive installed latest beta and it behaves the same. Keeps wakelock all the time.,0,0,0,1,0
1593,lifelog_beta,,Sergiusz Roszczyk,,0,,Is this some kind of bug? thirty three minutes a day?,0,1,0,0,0
1594,lifelog_beta,,vincent peng,,0,,"Feedback on beta . still cannot see fonts  many have experienced the same in different phones, this has been an issue for quite awhile already . why is there no solution?? or even a reply from SONY?",0,1,0,1,-1
1595,lifelog_beta,,Steven Ng,,0,,Today activities recording seems to match reality. Still problem with fonts,0,0,0,1,1
1596,lifelog_beta,,Fanny M,,0,,Re-connecting is difficult swr10 w Xperia z3. Nfc seldomly works.,0,0,0,1,-1
1597,lifelog_beta,,Karsten T,,0,,Counting steps is not very accurate. Xperia z3,0,0,0,1,0
1598,lifelog_beta,,Karsten T,,0,,"Beta feedby: besides not seeing the text, I was mostly sitting on my sofa from fourteenth to nineteenth, yet it recorded all these steps. I swear my kitchen is not that far",0,0,0,1,-1
1599,lifelog_beta,,Fanny M,,0,,Why? Dont work anymore,0,0,0,0,-1
1600,lifelog_beta,,Valdeir Ferreira Camargo,,0,,"I like the faster syncing of data between my SRW 10 and the lifelog app, its much improved over older builds. However, every so often the smart wake up function will not work even if the setting is turned on.",0,0,0,1,1
1601,lifelog_beta,,Phil Gautiere,,0,,"Has there been any update I have not noticed? For some reason today it recorded three times as many steps as I did I measured them with another app and with my common sense, infinite times more running than I did I did not run at all. The calories it says I burt match those steps and running that never happened instead of my real ones.",0,0,0,1,-1
1602,lifelog_beta,,Fanny M,,0,,"I see there is a Sony Walkman Beta community too. Will it be possible to download this app on non-Xperia devices? The lifelog app doent count music listening from stock android music player, so it would be nice if Sony made the Walkman or soon Xperia Music available for everyone. I downloaded the Sony Album beta last week, which worked fine, but since last update my device isnt supported anymore according to Google Play ",0,1,0,0,0
1603,lifelog_beta,,Alexander Verhaegen,,0,,Checked accuracy of steps. Lifelog app upgraded version on Moto g 2nd Gen showed 175 steps against 330 actual steps counted physically. Also sleeptime shown on Smartband SWR 30 of my wife is 4 to 5 hrs as against actual 8 to 9 hrs on previous version of Lifelog. Couldnt check on upgraded version since cant download upgrade on wifes mobile. She isnt a beta tester.Hope requirement of internet can be done away for basic data.Otherwise a fine application. Well done Sony.,0,0,1,1,1
1604,lifelog_beta,,Ashok Kumar Kuwar,,0,,"When upgraded version installed on non Xperia phone without connected smart wear, the steps and walking which were not showing before have started showing after upgrade but sleep is still not being recorded.",0,0,0,1,-1
1605,lifelog_beta,,Suyog Dhamale,,0,,"Hi FriendsWe now had our first beta release out for one week and we like to hear your feedback, specially on the activity recognition for non-Xperia phones.We created a survey that we like you to answer.",0,0,0,0,0
1607,lifelog_beta,,Erik vervaet,,0,,"heres my feedbak. Pedometer the fog comes in, today I barely four hundred steps Steps counter done gives me no less than sixty four five hundred and thirty two steps back. I work with the expiria z and with the SWR10. sleep counter is well, if the pedometer is not intervening, occasionally I sleep and I walk according to the measurements, strange but true. regarding GPS, which calculated quite time at a glance, in other words, I drive quite a time on houses and water etc. pedometer also measures still participate with the result that the calculation is wrong if you have less than 30 km an h row is this counted as steps , walking or cycling. mvg erik",0,0,0,1,-1
1608,lifelog_beta,,Miczak noris,,0,,Where I can find lifelog beta ?,0,1,0,0,0
1609,lifelog_beta,,Elvira de Bord,,0,,The activity sleeping is never working. How can i use it ?,0,1,0,0,0
1610,lifelog_beta,,Nicola Horley,,0,,The running part is incorrect. I ran for fourty one minutes and it only said twenty three minutes.,0,0,0,1,-1
1611,lifelog_beta,,Robert Burbridge,,0,,"The app counted steps while driving. In about thirty minutes spent in car fifteen kilometers, the swr10 added around five hundred steps. The GPS on map recorded corectly. The road was decent quality, so even if the pedometer has to count every move, than the system has to ignore it. Otherwise it might record in thousands when driving a really poor condition road.",0,0,0,1,-1
